GEO.id,GEO.id2,GEO.display-label,HC01_EST_VC03,HC01_MOE_VC03,HC02_EST_VC03,HC02_MOE_VC03,HC03_EST_VC03,HC03_MOE_VC03,HC01_EST_VC08,HC01_MOE_VC08,HC02_EST_VC08,HC02_MOE_VC08,HC03_EST_VC08,HC03_MOE_VC08,HC01_EST_VC09,HC01_MOE_VC09,HC02_EST_VC09,HC02_MOE_VC09,HC03_EST_VC09,HC03_MOE_VC09,HC01_EST_VC12,HC01_MOE_VC12,HC02_EST_VC12,HC02_MOE_VC12,HC03_EST_VC12,HC03_MOE_VC12,HC01_EST_VC13,HC01_MOE_VC13,HC02_EST_VC13,HC02_MOE_VC13,HC03_EST_VC13,HC03_MOE_VC13,HC01_EST_VC14,HC01_MOE_VC14,HC02_EST_VC14,HC02_MOE_VC14,HC03_EST_VC14,HC03_MOE_VC14,HC01_EST_VC15,HC01_MOE_VC15,HC02_EST_VC15,HC02_MOE_VC15,HC03_EST_VC15,HC03_MOE_VC15,HC01_EST_VC16,HC01_MOE_VC16,HC02_EST_VC16,HC02_MOE_VC16,HC03_EST_VC16,HC03_MOE_VC16,HC01_EST_VC17,HC01_MOE_VC17,HC02_EST_VC17,HC02_MOE_VC17,HC03_EST_VC17,HC03_MOE_VC17,HC01_EST_VC18,HC01_MOE_VC18,HC02_EST_VC18,HC02_MOE_VC18,HC03_EST_VC18,HC03_MOE_VC18,HC01_EST_VC19,HC01_MOE_VC19,HC02_EST_VC19,HC02_MOE_VC19,HC03_EST_VC19,HC03_MOE_VC19,HC01_EST_VC28,HC01_MOE_VC28,HC02_EST_VC28,HC02_MOE_VC28,HC03_EST_VC28,HC03_MOE_VC28,HC01_EST_VC29,HC01_MOE_VC29,HC02_EST_VC29,HC02_MOE_VC29,HC03_EST_VC29,HC03_MOE_VC29,HC01_EST_VC30,HC01_MOE_VC30,HC02_EST_VC30,HC02_MOE_VC30,HC03_EST_VC30,HC03_MOE_VC30,HC01_EST_VC31,HC01_MOE_VC31,HC02_EST_VC31,HC02_MOE_VC31,HC03_EST_VC31,HC03_MOE_VC31,HC01_EST_VC32,HC01_MOE_VC32,HC02_EST_VC32,HC02_MOE_VC32,HC03_EST_VC32,HC03_MOE_VC32,HC01_EST_VC33,HC01_MOE_VC33,HC02_EST_VC33,HC02_MOE_VC33,HC03_EST_VC33,HC03_MOE_VC33
610U200US15015,15015,"State Senate District 15 (2010), Hawaii",11650,655,86.4,3.1,13.6,3.1,4825,512,74.2,3.7,25.8,3.7,985,207,51.1,13.5,48.9,13.5,50.6,7.2,37.5,11.5,62.5,11.5,97.1,1.6,86.4,4.0,13.6,4.0,97.3,2.3,85.4,4.3,14.6,4.3,99.4,0.9,86.3,6.0,13.7,6.0,55.2,9.5,84.4,7.8,15.6,7.8,25.4,4.9,73.0,7.7,27.0,7.7,20.0,2.7,75.1,6.3,24.9,6.3,5.5,0.8,58.6,7.6,41.4,7.6,7404,735,(X),(X),(X),(X),27.1,4.0,75.3,6.4,24.7,6.4,4343,559,(X),(X),(X),(X),21.7,4.3,78.7,9.3,21.3,9.3,3061,341,(X),(X),(X),(X),34.7,6.2,72.3,9.9,27.7,9.9
610U200US15016,15016,"State Senate District 16 (2010), Hawaii",6576,623,72.4,4.5,27.6,4.5,2226,298,74.6,6.6,25.4,6.6,373,97,64.3,12.3,35.7,12.3,50.9,11.7,23.8,11.2,76.2,11.2,95.8,3.1,77.8,6.2,22.2,6.2,97.3,2.1,74.7,6.9,25.3,6.9,95.1,3.5,62.2,7.8,37.8,7.8,68.2,10.4,72.0,13.7,28.0,13.7,36.2,7.7,80.0,9.9,20.0,9.9,17.2,3.8,75.1,9.2,24.9,9.2,2.4,0.5,60.1,11.9,39.9,11.9,3102,442,(X),(X),(X),(X),36.9,6.5,83.1,8.1,16.9,8.1,1895,387,(X),(X),(X),(X),29.3,7.5,90.5,6.9,9.5,6.9,1207,233,(X),(X),(X),(X),48.9,9.6,76.3,13.7,23.7,13.7
610U200US15017,15017,"State Senate District 17 (2010), Hawaii",9616,635,83.0,2.9,17.0,2.9,3177,381,72.3,6.1,27.7,6.1,681,162,59.8,13.7,40.2,13.7,58.2,11.2,48.3,14.3,51.7,14.3,98.1,1.6,87.7,4.1,12.3,4.1,99.4,0.8,79.4,4.5,20.6,4.5,98.9,1.1,82.5,5.3,17.5,5.3,76.1,8.4,71.2,9.7,28.8,9.7,41.6,5.8,76.6,7.3,23.4,7.3,17.6,3.0,72.9,11.1,27.1,11.1,3.1,0.7,57.5,11.5,42.5,11.5,4085,406,(X),(X),(X),(X),43.9,5.6,74.6,6.5,25.4,6.5,2148,331,(X),(X),(X),(X),37.6,7.3,76.8,10.2,23.2,10.2,1937,251,(X),(X),(X),(X),50.9,7.4,72.8,8.1,27.2,8.1
610U200US15018,15018,"State Senate District 18 (2010), Hawaii",8014,796,86.2,2.5,13.8,2.5,3036,326,74.5,5.6,25.5,5.6,277,106,75.1,16.9,24.9,16.9,31.3,9.1,27.9,17.6,72.1,17.6,91.3,3.4,85.6,4.6,14.4,4.6,99.8,0.4,86.0,3.5,14.0,3.5,91.9,3.4,89.0,4.0,11.0,4.0,51.8,8.7,73.2,8.8,26.8,8.8,25.9,5.1,79.1,9.6,20.9,9.6,15.9,3.1,70.3,8.9,29.7,8.9,2.5,0.6,75.9,9.4,24.1,9.4,6105,716,(X),(X),(X),(X),28.7,4.5,76.9,8.1,23.1,8.1,3856,616,(X),(X),(X),(X),21.9,4.4,71.5,10.6,28.5,10.6,2249,353,(X),(X),(X),(X),40.3,6.7,82.0,10.0,18.0,10.0
610U200US15019,15019,"State Senate District 19 (2010), Hawaii",12673,756,83.1,2.8,16.9,2.8,3994,542,67.4,5.6,32.6,5.6,1026,257,51.8,14.6,48.2,14.6,46.5,9.2,43.0,13.8,57.0,13.8,97.3,1.9,88.1,3.5,11.9,3.5,99.4,0.7,80.0,4.4,20.0,4.4,96.1,2.5,76.1,6.1,23.9,6.1,67.4,8.3,77.2,9.0,22.8,9.0,33.4,5.8,73.1,10.3,26.9,10.3,16.8,2.7,66.3,9.1,33.7,9.1,4.5,1.0,52.1,10.9,47.9,10.9,6253,609,(X),(X),(X),(X),36.2,5.4,72.3,7.8,27.7,7.8,3268,436,(X),(X),(X),(X),33.0,8.0,77.7,11.9,22.3,11.9,2985,326,(X),(X),(X),(X),39.6,6.8,67.4,12.0,32.6,12.0
610U200US15020,15020,"State Senate District 20 (2010), Hawaii",12441,830,86.6,2.4,13.4,2.4,5101,637,73.9,4.5,26.1,4.5,561,170,60.2,13.9,39.8,13.9,43.6,7.2,38.0,11.3,62.0,11.3,95.9,1.9,87.4,2.6,12.6,2.6,95.6,3.4,82.9,4.0,17.1,4.0,93.3,3.2,90.2,3.7,9.8,3.7,57.3,8.5,76.3,11.3,23.7,11.3,34.5,5.6,73.2,9.0,26.8,9.0,18.2,3.2,77.7,6.9,22.3,6.9,5.1,1.0,66.2,9.0,33.8,9.0,6689,625,(X),(X),(X),(X),34.6,5.1,72.8,8.0,27.2,8.0,3169,423,(X),(X),(X),(X),30.2,6.2,77.5,10.5,22.5,10.5,3520,406,(X),(X),(X),(X),38.5,7.3,69.5,9.4,30.5,9.4
610U200US15021,15021,"State Senate District 21 (2010), Hawaii",10685,892,93.5,1.7,6.5,1.7,2201,368,75.1,7.4,24.9,7.4,407,126,60.2,13.3,39.8,13.3,51.8,9.6,44.7,14.2,55.3,14.2,96.0,2.2,94.7,2.3,5.3,2.3,98.5,1.1,91.7,3.0,8.3,3.0,92.6,3.8,93.2,3.0,6.8,3.0,45.7,9.7,80.1,11.8,19.9,11.8,24.1,5.7,77.0,10.8,23.0,10.8,10.3,2.7,76.6,10.2,23.4,10.2,3.7,0.9,67.5,11.9,32.5,11.9,4974,574,(X),(X),(X),(X),24.6,4.4,75.4,9.9,24.6,9.9,2429,360,(X),(X),(X),(X),21.9,7.0,93.8,5.9,6.2,5.9,2545,359,(X),(X),(X),(X),27.3,5.6,61.4,14.7,38.6,14.7
610U200US15022,15022,"State Senate District 22 (2010), Hawaii",12612,797,86.7,2.7,13.3,2.7,3444,459,74.2,5.2,25.8,5.2,745,209,54.1,15.2,45.9,15.2,55.5,6.9,59.9,9.3,40.1,9.3,96.7,1.6,90.0,3.4,10.0,3.4,98.7,1.1,86.4,3.6,13.6,3.6,98.1,1.8,80.6,7.4,19.4,7.4,44.4,7.7,81.0,9.9,19.0,9.9,16.7,3.3,78.8,7.8,21.2,7.8,13.8,2.5,64.1,8.9,35.9,8.9,3.5,0.8,65.7,11.2,34.3,11.2,9410,868,(X),(X),(X),(X),18.0,3.0,80.0,6.3,20.0,6.3,6066,703,(X),(X),(X),(X),12.1,3.4,82.7,9.1,17.3,9.1,3344,424,(X),(X),(X),(X),28.8,5.4,77.9,9.3,22.1,9.3
610U200US15023,15023,"State Senate District 23 (2010), Hawaii",8479,773,79.3,3.3,20.7,3.3,3657,694,57.5,7.0,42.5,7.0,477,135,49.9,13.7,50.1,13.7,59.3,9.2,45.1,11.4,54.9,11.4,96.1,2.6,84.7,3.8,15.3,3.8,98.5,1.3,79.3,5.0,20.7,5.0,97.0,2.4,70.8,8.3,29.2,8.3,65.7,10.6,64.8,15.0,35.2,15.0,45.3,6.9,59.2,9.7,40.8,9.7,20.2,4.3,48.5,9.8,51.5,9.8,2.8,0.6,66.8,8.9,33.2,8.9,5172,609,(X),(X),(X),(X),45.1,5.7,59.0,9.2,41.0,9.2,2717,415,(X),(X),(X),(X),41.8,6.4,68.3,12.1,31.7,12.1,2455,444,(X),(X),(X),(X),48.8,9.4,50.1,11.8,49.9,11.8
610U200US15024,15024,"State Senate District 24 (2010), Hawaii",7446,521,62.9,4.1,37.1,4.1,3448,561,72.0,6.6,28.0,6.6,749,195,59.4,11.0,40.6,11.0,63.7,8.0,29.5,11.7,70.5,11.7,96.9,2.7,69.3,7.4,30.7,7.4,98.1,1.9,60.4,6.3,39.6,6.3,91.2,7.7,55.9,7.0,44.1,7.0,62.3,10.4,63.3,13.7,36.7,13.7,24.1,4.5,68.4,10.0,31.6,10.0,14.6,3.1,66.6,10.8,33.4,10.8,3.9,0.8,75.5,8.4,24.5,8.4,7610,680,(X),(X),(X),(X),28.1,4.9,67.8,9.2,32.2,9.2,5111,545,(X),(X),(X),(X),19.6,4.3,60.8,13.1,39.2,13.1,2499,371,(X),(X),(X),(X),45.5,8.1,73.9,10.2,26.1,10.2
610U200US15025,15025,"State Senate District 25 (2010), Hawaii",7111,539,70.4,4.3,29.6,4.3,2318,342,74.3,5.8,25.7,5.8,548,160,63.3,15.3,36.7,15.3,67.0,9.0,25.0,9.5,75.0,9.5,93.0,3.7,70.3,5.7,29.7,5.7,95.5,3.3,65.6,6.3,34.4,6.3,91.6,4.8,74.1,7.3,25.9,7.3,64.7,11.2,64.1,12.6,35.9,12.6,47.4,7.6,85.7,7.3,14.3,7.3,10.5,3.2,65.7,15.1,34.3,15.1,3.1,0.7,64.3,9.9,35.7,9.9,3610,504,(X),(X),(X),(X),43.2,6.9,79.9,7.5,20.1,7.5,2125,366,(X),(X),(X),(X),38.1,8.0,79.4,11.4,20.6,11.4,1485,249,(X),(X),(X),(X),50.6,9.4,80.4,8.3,19.6,8.3
620L200US15001,15001,"State House District 1 (2010), Hawaii",4132,513,90.3,3.3,9.7,3.3,894,224,90.8,4.4,9.2,4.4,142,68,42.3,23.0,57.7,23.0,57.9,14.2,55.0,19.2,45.0,19.2,97.8,1.7,88.0,5.4,12.0,5.4,99.0,1.1,89.0,4.9,11.0,4.9,96.1,2.7,92.3,4.2,7.7,4.2,54.7,13.3,75.1,12.7,24.9,12.7,30.1,8.1,96.7,2.9,3.3,2.9,9.1,4.0,76.8,20.2,23.2,20.2,1.7,0.6,73.5,15.9,26.5,15.9,1893,252,(X),(X),(X),(X),29.0,6.6,91.4,5.0,8.6,5.0,1072,189,(X),(X),(X),(X),18.8,7.8,94.1,6.1,5.9,6.1,821,156,(X),(X),(X),(X),42.3,9.0,89.9,7.4,10.1,7.4
620L200US15002,15002,"State House District 2 (2010), Hawaii",4008,572,79.0,7.1,21.0,7.1,3370,686,78.3,8.5,21.7,8.5,232,109,71.6,21.3,28.4,21.3,40.6,23.8,57.5,28.9,42.5,28.9,98.4,2.4,78.3,12.7,21.7,12.7,99.6,1.0,74.3,13.5,25.7,13.5,100.0,4.0,80.2,11.9,19.8,11.9,93.8,4.8,80.0,13.8,20.0,13.8,59.3,11.2,75.7,12.3,24.3,12.3,18.4,10.4,100.0,5.6,0.0,5.6,4.4,1.5,67.3,17.7,32.7,17.7,3790,591,(X),(X),(X),(X),65.4,8.6,76.0,10.3,24.0,10.3,2005,356,(X),(X),(X),(X),50.4,12.7,71.0,18.0,29.0,18.0,1785,364,(X),(X),(X),(X),82.4,8.0,79.5,10.3,20.5,10.3
620L200US15003,15003,"State House District 3 (2010), Hawaii",3950,388,81.9,4.8,18.1,4.8,1497,287,93.7,4.0,6.3,4.0,231,90,73.2,17.3,26.8,17.3,60.3,14.1,43.0,19.6,57.0,19.6,95.5,4.1,81.4,6.1,18.6,6.1,96.4,4.8,87.4,7.0,12.6,7.0,95.3,3.1,86.4,6.2,13.6,6.2,67.0,14.1,79.4,15.8,20.6,15.8,40.7,11.2,88.8,8.3,11.2,8.3,18.4,5.1,88.1,9.5,11.9,9.5,2.8,0.8,83.5,10.3,16.5,10.3,2105,337,(X),(X),(X),(X),41.4,9.8,92.4,6.1,7.6,6.1,866,198,(X),(X),(X),(X),37.3,13.8,92.0,9.3,8.0,9.3,1239,272,(X),(X),(X),(X),44.3,12.1,92.7,8.7,7.3,8.7
620L200US15004,15004,"State House District 4 (2010), Hawaii",5491,689,88.8,3.3,11.2,3.3,1122,282,88.9,6.3,11.1,6.3,306,261,82.7,23.2,17.3,23.2,51.1,16.9,54.8,19.3,45.2,19.3,97.1,2.4,91.5,4.2,8.5,4.2,97.7,2.2,88.9,4.6,11.1,4.6,99.1,1.4,84.2,6.7,15.8,6.7,62.9,13.9,89.7,10.1,10.3,10.1,40.2,13.1,96.7,3.2,3.3,3.2,7.0,3.1,87.7,11.3,12.3,11.3,3.2,1.7,80.5,15.4,19.5,15.4,2071,406,(X),(X),(X),(X),35.3,9.5,91.7,7.5,8.3,7.5,969,255,(X),(X),(X),(X),24.6,9.4,96.6,4.8,3.4,4.8,1102,295,(X),(X),(X),(X),44.7,14.8,89.2,10.8,10.8,10.8
620L200US15005,15005,"State House District 5 (2010), Hawaii",4107,544,87.4,4.0,12.6,4.0,545,201,60.9,18.3,39.1,18.3,198,86,37.4,23.4,62.6,23.4,43.1,14.0,48.8,27.9,51.2,27.9,92.4,7.8,88.1,6.8,11.9,6.8,99.0,1.1,85.1,7.1,14.9,7.1,88.8,8.0,91.4,5.8,8.6,5.8,45.4,19.5,79.3,20.4,20.7,20.4,10.9,5.1,72.5,18.9,27.5,18.9,6.1,3.9,47.4,31.6,52.6,31.6,3.0,1.2,51.8,22.7,48.2,22.7,1702,312,(X),(X),(X),(X),12.7,5.0,68.1,20.7,31.9,20.7,873,207,(X),(X),(X),(X),7.8,5.6,94.1,9.9,5.9,9.9,829,189,(X),(X),(X),(X),17.9,8.4,56.1,27.5,43.9,27.5
620L200US15006,15006,"State House District 6 (2010), Hawaii",4560,702,88.2,4.4,11.8,4.4,606,182,46.2,17.5,53.8,17.5,132,91,75.0,28.2,25.0,28.2,44.2,18.2,85.3,12.1,14.7,12.1,93.4,6.2,91.9,5.4,8.1,5.4,97.3,4.2,88.1,5.8,11.9,5.8,95.6,4.4,81.6,7.0,18.4,7.0,24.6,12.1,88.6,17.1,11.4,17.1,20.4,8.8,48.2,24.1,51.8,24.1,2.2,1.5,80.6,26.0,19.4,26.0,2.3,0.8,52.3,22.4,47.7,22.4,2200,527,(X),(X),(X),(X),15.5,6.5,48.7,22.0,51.3,22.0,1101,296,(X),(X),(X),(X),7.4,6.5,78.0,31.4,22.0,31.4,1099,330,(X),(X),(X),(X),23.6,11.1,39.4,27.9,60.6,27.9
620L200US15007,15007,"State House District 7 (2010), Hawaii",4596,656,68.7,8.1,31.3,8.1,380,161,74.7,17.6,25.3,17.6,90,60,28.9,25.2,71.1,25.2,53.0,14.7,18.2,16.5,81.8,16.5,98.2,2.0,64.8,13.9,35.2,13.9,100.0,1.7,62.1,9.7,37.9,9.7,98.8,1.8,78.2,11.9,21.8,11.9,56.6,19.1,76.3,18.9,23.7,18.9,14.1,12.4,89.3,18.9,10.7,18.9,0.4,0.7,38.5,61.5,61.5,61.5,1.7,0.9,64.5,20.6,35.5,20.6,1679,359,(X),(X),(X),(X),11.0,5.8,70.1,26.5,29.9,26.5,982,269,(X),(X),(X),(X),13.6,7.0,74.6,28.8,25.4,28.8,697,233,(X),(X),(X),(X),7.2,6.0,58.0,42.3,42.0,42.3
620L200US15008,15008,"State House District 8 (2010), Hawaii",5219,605,78.4,5.2,21.6,5.2,1281,247,82.5,10.6,17.5,10.6,296,147,78.0,16.9,22.0,16.9,73.2,10.4,39.3,14.5,60.7,14.5,96.8,3.2,80.5,8.7,19.5,8.7,98.0,2.9,74.2,8.0,25.8,8.0,99.3,1.3,80.8,9.8,19.2,9.8,61.7,11.6,72.1,15.2,27.9,15.2,22.1,7.2,88.3,11.6,11.7,11.6,13.1,4.3,86.2,15.2,13.8,15.2,4.2,0.9,69.0,14.3,31.0,14.3,2482,352,(X),(X),(X),(X),24.8,6.0,86.5,11.4,13.5,11.4,1354,228,(X),(X),(X),(X),20.3,8.1,89.5,10.6,10.5,10.6,1128,230,(X),(X),(X),(X),30.2,11.9,84.2,18.2,15.8,18.2
620L200US15009,15009,"State House District 9 (2010), Hawaii",5033,563,91.6,2.7,8.4,2.7,960,212,79.6,9.4,20.4,9.4,268,139,72.8,25.3,27.2,25.3,36.3,14.8,35.2,19.6,64.8,19.6,94.7,4.6,87.4,6.1,12.6,6.1,99.3,1.2,94.6,3.6,5.4,3.6,95.3,4.9,93.1,4.1,6.9,4.1,48.9,17.6,81.3,16.4,18.7,16.4,20.2,8.8,87.0,11.1,13.0,11.1,10.2,4.2,71.3,22.3,28.7,22.3,3.4,1.0,77.4,12.3,22.6,12.3,2207,404,(X),(X),(X),(X),22.1,7.5,79.5,13.5,20.5,13.5,1051,234,(X),(X),(X),(X),19.6,9.5,77.7,23.1,22.3,23.1,1156,261,(X),(X),(X),(X),24.4,11.2,80.9,16.1,19.1,16.1
620L200US15010,15010,"State House District 10 (2010), Hawaii",2854,497,86.5,4.2,13.5,4.2,488,177,90.8,6.9,9.2,6.9,65,55,89.2,22.0,10.8,22.0,37.2,14.8,19.2,21.7,80.8,21.7,89.1,6.9,88.7,5.8,11.3,5.8,98.3,2.2,79.6,7.9,20.4,7.9,95.8,4.0,89.4,6.6,10.6,6.6,58.7,20.6,97.2,4.7,2.8,4.7,16.9,8.6,100.0,13.7,0.0,13.7,2.7,2.0,100.0,28.0,0.0,28.0,1.7,0.7,79.0,16.0,21.0,16.0,1666,308,(X),(X),(X),(X),18.7,8.1,98.1,3.6,1.9,3.6,938,233,(X),(X),(X),(X),11.4,9.2,100.0,25.7,0.0,25.7,728,191,(X),(X),(X),(X),28.0,13.1,97.1,5.4,2.9,5.4
620L200US15011,15011,"State House District 11 (2010), Hawaii",3577,678,88.0,3.8,12.0,3.8,1007,302,72.3,13.3,27.7,13.3,174,108,63.2,34.1,36.8,34.1,55.6,21.5,55.3,24.1,44.7,24.1,94.1,6.1,96.2,3.2,3.8,3.2,96.4,3.9,85.3,7.2,14.7,7.2,86.5,7.4,76.1,9.2,23.9,9.2,42.2,23.7,91.2,13.0,8.8,13.0,20.5,11.2,68.3,30.6,31.7,30.6,13.8,5.3,78.3,16.1,21.7,16.1,2.3,1.1,57.6,25.6,42.4,25.6,1564,309,(X),(X),(X),(X),21.5,8.6,72.9,24.0,27.1,24.0,931,209,(X),(X),(X),(X),14.5,10.4,85.9,22.1,14.1,22.1,633,213,(X),(X),(X),(X),31.8,14.0,64.2,37.1,35.8,37.1
620L200US15012,15012,"State House District 12 (2010), Hawaii",4618,587,74.2,5.2,25.8,5.2,1012,285,86.0,9.8,14.0,9.8,209,118,74.2,23.1,25.8,23.1,72.3,14.3,10.0,12.3,90.0,12.3,93.7,8.6,80.5,8.5,19.5,8.5,100.0,1.5,65.2,8.0,34.8,8.0,96.5,2.8,80.0,10.2,20.0,10.2,42.3,19.0,73.4,25.2,26.6,25.2,20.7,7.3,94.8,7.8,5.2,7.8,9.1,4.2,87.8,13.4,12.2,13.4,3.4,1.5,79.9,17.2,20.1,17.2,1988,449,(X),(X),(X),(X),22.0,7.1,86.7,11.2,13.3,11.2,1033,261,(X),(X),(X),(X),25.6,10.6,90.9,12.1,9.1,12.1,955,311,(X),(X),(X),(X),18.1,8.6,80.3,21.4,19.7,21.4
620L200US15013,15013,"State House District 13 (2010), Hawaii",4176,583,88.1,4.4,11.9,4.4,968,298,82.5,11.1,17.5,11.1,194,138,70.6,30.0,29.4,30.0,58.2,10.8,62.6,16.5,37.4,16.5,97.4,2.3,94.5,4.4,5.5,4.4,96.8,3.2,80.3,9.0,19.7,9.0,100.0,3.0,89.7,5.9,10.3,5.9,52.9,15.5,82.6,15.8,17.4,15.8,30.9,14.0,82.5,21.0,17.5,21.0,8.7,3.8,96.6,5.0,3.4,5.0,2.9,1.4,65.5,25.8,34.5,25.8,1761,320,(X),(X),(X),(X),30.5,9.8,84.4,15.7,15.6,15.7,711,221,(X),(X),(X),(X),14.6,11.4,95.2,8.3,4.8,8.3,1050,233,(X),(X),(X),(X),41.2,11.7,81.8,18.6,18.2,18.6
620L200US15014,15014,"State House District 14 (2010), Hawaii",3505,377,87.8,4.4,12.2,4.4,974,293,83.0,9.5,17.0,9.5,160,83,38.1,26.8,61.9,26.8,50.9,15.3,30.2,21.3,69.8,21.3,95.6,3.2,82.4,8.0,17.6,8.0,96.8,2.4,88.4,5.9,11.6,5.9,87.7,5.9,89.3,7.7,10.7,7.7,55.2,17.5,90.9,10.9,9.1,10.9,29.5,10.2,86.4,11.8,13.6,11.8,9.6,4.6,69.6,25.0,30.4,25.0,2.7,1.1,70.0,18.5,30.0,18.5,1850,240,(X),(X),(X),(X),30.8,8.9,86.1,10.5,13.9,10.5,1106,192,(X),(X),(X),(X),20.0,9.3,91.9,10.3,8.1,10.3,744,173,(X),(X),(X),(X),46.9,14.5,82.5,15.2,17.5,15.2
620L200US15015,15015,"State House District 15 (2010), Hawaii",3907,490,90.7,4.2,9.3,4.2,908,217,87.8,7.7,12.2,7.7,139,77,92.8,11.0,7.2,11.0,66.8,16.3,64.4,17.6,35.6,17.6,96.6,3.3,95.7,4.2,4.3,4.2,95.2,4.2,85.0,8.2,15.0,8.2,89.3,9.6,92.1,6.0,7.9,6.0,38.9,18.9,100.0,16.5,0.0,16.5,27.0,9.7,87.9,12.4,12.1,12.4,11.4,5.2,88.4,13.0,11.6,13.0,3.5,1.4,81.7,11.7,18.3,11.7,1683,245,(X),(X),(X),(X),22.8,7.5,93.5,9.5,6.5,9.5,778,179,(X),(X),(X),(X),16.5,10.9,97.7,5.0,2.3,5.0,905,167,(X),(X),(X),(X),28.2,12.8,91.4,14.7,8.6,14.7
620L200US15016,15016,"State House District 16 (2010), Hawaii",3364,430,90.4,3.8,9.6,3.8,700,144,91.9,5.2,8.1,5.2,82,55,69.5,29.5,30.5,29.5,39.7,12.9,53.8,22.5,46.2,22.5,96.8,2.4,90.1,5.2,9.9,5.2,99.1,0.9,89.4,6.7,10.6,6.7,90.8,5.8,95.3,5.8,4.7,5.8,60.8,12.6,86.7,12.1,13.3,12.1,20.8,6.4,95.6,4.5,4.4,4.5,8.6,3.3,79.9,15.8,20.1,15.8,1.8,0.7,87.9,10.1,12.1,10.1,1557,217,(X),(X),(X),(X),25.0,5.6,95.9,4.9,4.1,4.9,778,153,(X),(X),(X),(X),18.8,7.0,100.0,19.8,0.0,19.8,779,162,(X),(X),(X),(X),31.2,8.6,93.4,7.8,6.6,7.8
620L200US15017,15017,"State House District 17 (2010), Hawaii",3662,345,54.8,6.2,45.2,6.2,1286,290,74.1,7.6,25.9,7.6,306,109,73.5,18.4,26.5,18.4,78.1,12.3,15.9,12.9,84.1,12.9,99.5,0.9,59.1,9.6,40.9,9.6,95.2,3.5,52.7,9.8,47.3,9.8,99.6,0.8,44.9,10.5,55.1,10.5,84.8,16.7,57.5,17.8,42.5,17.8,63.0,13.5,73.4,12.2,26.6,12.2,17.7,6.7,78.4,14.0,21.6,14.0,2.1,0.8,85.7,9.5,14.3,9.5,1438,220,(X),(X),(X),(X),61.3,12.1,68.1,10.7,31.9,10.7,749,151,(X),(X),(X),(X),58.5,15.4,68.5,16.2,31.5,16.2,689,155,(X),(X),(X),(X),64.3,15.0,67.7,15.1,32.3,15.1
620L200US15018,15018,"State House District 18 (2010), Hawaii",3288,413,52.6,7.0,47.4,7.0,828,203,77.9,9.4,22.1,9.4,318,106,67.6,15.9,32.4,15.9,83.6,9.4,8.9,8.0,91.1,8.0,99.6,0.8,57.0,9.9,43.0,9.9,98.1,2.0,56.8,9.7,43.2,9.7,97.2,3.3,34.8,12.8,65.2,12.8,92.1,8.2,59.8,21.4,40.2,21.4,56.7,12.3,78.3,12.4,21.7,12.4,12.7,5.2,81.7,15.4,18.3,15.4,1.6,0.6,64.4,20.0,35.6,20.0,1096,199,(X),(X),(X),(X),59.2,10.6,75.7,11.9,24.3,11.9,523,137,(X),(X),(X),(X),48.0,15.8,65.7,21.1,34.3,21.1,573,143,(X),(X),(X),(X),69.5,12.2,81.9,11.6,18.1,11.6
620L200US15019,15019,"State House District 19 (2010), Hawaii",3079,277,55.6,6.5,44.4,6.5,1153,226,74.6,10.3,25.4,10.3,380,118,75.5,16.8,24.5,16.8,88.0,11.7,13.2,8.5,86.8,8.5,97.3,2.7,61.0,10.0,39.0,10.0,95.9,4.1,58.1,9.3,41.9,9.3,92.0,6.1,43.5,12.5,56.5,12.5,87.7,9.0,70.7,14.7,29.3,14.7,60.0,12.2,77.2,10.8,22.8,10.8,18.6,6.4,70.2,18.6,29.8,18.6,2.1,0.6,65.3,14.6,34.7,14.6,1420,258,(X),(X),(X),(X),61.5,10.8,79.7,10.3,20.3,10.3,850,218,(X),(X),(X),(X),48.0,14.9,88.0,9.7,12.0,9.7,570,160,(X),(X),(X),(X),81.8,10.4,72.5,17.5,27.5,17.5
620L200US15020,15020,"State House District 20 (2010), Hawaii",2714,336,69.3,6.4,30.7,6.4,1696,365,70.2,10.1,29.8,10.1,441,141,64.4,15.0,35.6,15.0,55.3,18.5,34.6,15.3,65.4,15.3,93.5,6.1,78.6,8.7,21.4,8.7,98.1,3.1,56.0,11.3,44.0,11.3,98.7,2.4,70.9,10.7,29.1,10.7,65.7,13.0,70.2,17.0,29.8,17.0,49.9,11.3,72.0,14.2,28.0,14.2,21.9,5.4,65.3,14.7,34.7,14.7,2.9,0.9,69.1,14.0,30.9,14.0,2113,426,(X),(X),(X),(X),50.8,9.6,71.9,13.2,28.1,13.2,862,254,(X),(X),(X),(X),49.4,17.1,86.4,12.1,13.6,12.1,1251,322,(X),(X),(X),(X),51.7,9.4,62.3,16.5,37.7,16.5
