"title"
"Top U.S. Exports by State(Origin of Movement)"
"Top 25 6-digit HS Commodities Based on 2013 Dollar Value"

"statename","rank","hs6","abbreviatn","val2010","val2011","val2012","val2013","share10","share11","share12","share13","change"
"CONNECTICUT",3,848690,"PARTS & ACCSESORIES FOR MACH TO MAN. SEMICNT,",189.38,175.71,225.98,261.30,1.1815,1.0840,1.4158,1.5859,15.63
"CONNECTICUT",4,880330,"PARTS OF AIRPLANES OR HELICOPTERS, NESOI",168.87,211.19,222.17,258.77,1.0535,1.3029,1.3919,1.5706,16.47
"CONNECTICUT",5,850239,"GENERATING SETS, ELECTRIC, NESOI",182.95,203.65,214.96,173.11,1.1414,1.2564,1.3468,1.0507,-19.47
"CONNECTICUT",6,720449,"FERROUS WASTE & SCRAP NESOI",121.12,202.17,217.15,149.18,0.7557,1.2473,1.3605,0.9054,-31.30
"CONNECTICUT",7,283620,"DISODIUM CARBONATE",77.81,87.18,142.90,130.27,0.4854,0.5379,0.8953,0.7906,-8.84
"CONNECTICUT",8,902214,"APPTS BASE ON X-RAY, MEDICAL,SURGICAL,VETNRY,",118.28,124.64,117.82,123.37,0.7379,0.7689,0.7381,0.7487,4.71
"CONNECTICUT",9,841191,"TURBOJET AND TURBOPROLLER PARTS",106.12,101.70,113.68,119.36,0.6620,0.6274,0.7122,0.7244,4.99
"CONNECTICUT",10,740319,"UNWROUGHT REFINED COPPER NESOI",0.00,0.00,0.00,116.19,0.0000,0.0000,0.0000,0.7052,0.00
"CONNECTICUT",11,740311,"REFINED COPPER CATHODES AND SECTIONS OF CATHO",102.24,15.28,268.57,108.86,0.6378,0.0943,1.6826,0.6607,-59.47
"CONNECTICUT",12,270112,"BITUMINOUS COAL, NOT AGGLOMERATED",0.01,3.12,67.59,107.16,0.0001,0.0192,0.4234,0.6504,58.55
"CONNECTICUT",13,902780,"PHY CHEM INS/APPR;MEAS VSCSTY & HEAT NESOI",105.30,106.49,105.19,96.36,0.6569,0.6570,0.6591,0.5848,-8.40
"CONNECTICUT",14,847989,"MACH & MECHANICAL APPL W INDIVIDUAL FUNCTION",43.36,62.12,82.51,96.25,0.2705,0.3833,0.5169,0.5842,16.66
"CONNECTICUT",15,853710,"CONTROLS ETC W ELECT APPR F ELECT CONT NOV 10",34.90,49.13,53.79,89.42,0.2178,0.3031,0.3370,0.5427,66.24
"CONNECTICUT",16,853620,"AUTO CIRCUIT BREAKERS VOLTAGE NOT EXCEEDING 1",67.95,71.32,85.84,85.28,0.4239,0.4400,0.5378,0.5176,-0.65
"CONNECTICUT",17,854449,"INSULATED ELECTRIC CONDUCTORS =< 80 V NESOI",58.78,70.89,82.43,85.12,0.3667,0.4374,0.5164,0.5166,3.26
"CONNECTICUT",18,901320,"LASERS, OTHER THAN LASER DIODES",67.54,101.11,86.12,81.05,0.4214,0.6238,0.5396,0.4919,-5.89
"CONNECTICUT",19,841199,"GAS TURBINE PARTS NESOI",104.74,121.68,81.57,78.90,0.6534,0.7507,0.5111,0.4789,-3.27
"CONNECTICUT",20,848180,"TAPS COCKS ETC F PIPE VAT INC THERMO CONTROL",52.75,79.72,83.08,77.77,0.3291,0.4918,0.5205,0.4720,-6.39
"CONNECTICUT",21,270900,"CRUDE OIL FROM PETROLEUM AND BITUMINOUS MINER",0.00,0.00,7.09,72.06,0.0000,0.0000,0.0444,0.4374,916.01
"CONNECTICUT",22,390120,"POLYETHYLENE HAVING A SPEC GRAVITY OF 0.94 OR",51.80,68.15,80.98,71.60,0.3232,0.4205,0.5073,0.4346,-11.58
"CONNECTICUT",23,902750,"INSTRUMENTS ETC USING OPTICAL RADIATIONS NESO",105.74,99.27,90.81,71.11,0.6597,0.6124,0.5689,0.4316,-21.70
"CONNECTICUT",24,930190,"MILITARY WEAPONS,OTH THN REVOL,PIST,&HD 9307,",33.08,37.40,62.29,71.03,0.2063,0.2307,0.3902,0.4311,14.03
"CONNECTICUT",25,271012,"LT OILS, PREPS GT=70% PETROLEUM/BITUM NT BIOD",0.00,0.00,12.91,68.91,0.0000,0.0000,0.0809,0.4183,433.83
"DELAWARE",0,000000,"World",4945.07,5511.67,5113.44,5402.96,0.3868,0.3723,0.3308,0.3422,5.66
"DELAWARE",0,000025,"Top 25",3286.00,3841.82,3627.43,3876.86,66.4501,69.7034,70.9390,71.7543,6.88
"DELAWARE",1,300490,"MEDICAMENTS NESOI, MEASURED DOSES, RETAIL PK",1804.18,2055.88,1645.97,1225.73,36.4845,37.3004,32.1890,22.6863,-25.53
"DELAWARE",2,271019,"PETROL OIL BITUM MINERAL (NT CRUD) ETC NT BIO",71.78,234.69,159.54,444.83,1.4516,4.2581,3.1199,8.2332,178.83
"DELAWARE",3,870324,"PASS VEH SPK-IG INT COM RCPR P ENG > 3000 CC",63.72,67.70,145.09,328.44,1.2886,1.2283,2.8374,6.0788,126.37
"DELAWARE",4,902780,"PHY CHEM INS/APPR;MEAS VSCSTY & HEAT NESOI",258.73,264.85,250.58,235.19,5.2321,4.8052,4.9004,4.3529,-6.14
"DELAWARE",5,851712,"PHONES FOR CELLULAR NTWKS OR FOR OTH WIRELESS",1.31,3.54,10.57,174.55,0.0265,0.0642,0.2067,3.2306,1551.34
"DELAWARE",6,080390,"BANANAS, FRESH OR DRIED, NESOI",0.00,0.00,120.22,134.91,0.0000,0.0000,2.3510,2.4970,12.22
"DELAWARE",7,870323,"PASS VEH SPK-IG INT COM RCPR P ENG >1500 NOV",126.53,166.94,187.38,132.43,2.5586,3.0288,3.6644,2.4510,-29.33
"DELAWARE",8,880212,"HELICOPTERS OF AN UNLADEN WEIGHT EXCEEDING 20",0.00,0.00,0.00,126.00,0.0000,0.0000,0.0000,2.3321,0.00
"DELAWARE",9,392099,"PLATES ETC, NONCELL, NT REIN, OF PLASTICS NES",210.55,201.34,128.97,124.44,4.2577,3.6530,2.5222,2.3031,-3.52
"DELAWARE",10,902790,"PTS OF INST, PHYS/CHEM ANALYSIS ETC, NESOI",106.98,135.59,118.46,109.45,2.1633,2.4600,2.3166,2.0258,-7.60
"DELAWARE",11,020714,"CHICKEN CUTS AND EDIBLE OFFAL (INC LIVERS), F",108.10,124.02,146.75,107.41,2.1860,2.2501,2.8699,1.9880,-26.81
"DELAWARE",12,846691,"PARTS FOR MACHINES OF HEADING 8464",140.70,117.53,108.06,96.11,2.8452,2.1323,2.1132,1.7788,-11.06
"DELAWARE",13,392690,"ARTICLES OF PLASTICS, NESOI",60.32,66.58,79.08,82.78,1.2197,1.2079,1.5464,1.5321,4.68
"DELAWARE",14,200911,"ORANGE JUICE, FROZEN, SWEETENED OR NOT",25.84,32.87,21.67,64.11,0.5225,0.5963,0.4238,1.1865,195.83
"DELAWARE",15,902720,"CHROMATOGRAPHS AND ELECTROPHORESIS INSTRUMENT",55.75,60.72,55.09,59.62,1.1273,1.1017,1.0773,1.1034,8.22
"DELAWARE",16,930690,"BOMB MINES OT AMMNTION PROJCTIONS ETC AND PAR",0.01,0.48,1.19,58.00,0.0003,0.0088,0.0232,1.0736,4780.54
"DELAWARE",17,880000,"CIVILIAN AIRCRAFT, ENGINES, AND PARTS",116.78,72.51,153.97,54.94,2.3616,1.3156,3.0111,1.0169,-64.32
"DELAWARE",18,321519,"PRINTING INK, OTHER THAN BLACK",9.58,51.29,59.44,53.88,0.1938,0.9305,1.1625,0.9972,-9.36
"DELAWARE",19,843143,"PARTS FOR BORING OR SINKING MACHINERY, NESOI",0.21,0.15,41.17,48.30,0.0043,0.0028,0.8052,0.8940,17.31
"DELAWARE",20,390461,"POLYTETRAFLUOROETHYLENE (PTFE), PR FMS",40.17,59.48,48.21,40.82,0.8123,1.0792,0.9429,0.7555,-15.33
"DELAWARE",21,842199,"FILTER/PURIFY MACHINE & APPARATUS PARTS",35.96,39.72,35.81,40.66,0.7273,0.7207,0.7004,0.7526,13.54
"DELAWARE",22,847989,"MACH & MECHANICAL APPL W INDIVIDUAL FUNCTION",33.99,34.23,31.91,36.37,0.6873,0.6210,0.6241,0.6731,13.95
"DELAWARE",23,321511,"PRINTING INK, BLACK",10.58,32.37,11.98,33.61,0.2140,0.5873,0.2343,0.6220,180.57
"DELAWARE",24,350510,"DEXTRINS AND OTHER MODIFIED STARCHES",0.47,0.21,38.05,32.99,0.0094,0.0038,0.7442,0.6106,-13.31
"DELAWARE",25,902730,"SPCTMTR SPCTRPHTMTR ETC USING OPTICAL RADIATI",3.77,19.14,28.27,31.30,0.0763,0.3472,0.5528,0.5793,10.72
"DISTRICT OF COLUMBIA",0,000000,"World",1482.78,1038.57,2014.64,2708.41,0.1160,0.0702,0.1303,0.1715,34.44
"DISTRICT OF COLUMBIA",0,000025,"Top 25",1113.54,772.55,1804.21,2568.94,75.0978,74.3860,89.5550,94.8505,42.39
"DISTRICT OF COLUMBIA",1,852610,"RADAR APPARATUS",0.09,0.12,300.93,904.40,0.0058,0.0115,14.9370,33.3924,200.54
"DISTRICT OF COLUMBIA",2,930690,"BOMB MINES OT AMMNTION PROJCTIONS ETC AND PAR",352.16,321.37,579.03,806.14,23.7500,30.9437,28.7411,29.7642,39.22
"DISTRICT OF COLUMBIA",3,854390,"PT ELEC MACH & APPR W INDIVIDUAL FUNCTIONS, N",34.16,39.79,320.63,317.80,2.3035,3.8314,15.9149,11.7337,-0.88
"DISTRICT OF COLUMBIA",4,880330,"PARTS OF AIRPLANES OR HELICOPTERS, NESOI",325.01,279.60,200.45,192.47,21.9189,26.9213,9.9495,7.1065,-3.98
"DISTRICT OF COLUMBIA",5,930120,"RKT LAUNCH.,FLAMTHROW, & SIM. PROJECTORS(MILI",0.00,5.69,0.17,74.57,0.0000,0.5483,0.0085,2.7533,43255.49
"DISTRICT OF COLUMBIA",6,730890,"STRUCTURES AND PARTS NESOI OF IRON OR STEEL",0.08,0.03,62.47,52.68,0.0053,0.0030,3.1008,1.9452,-15.66
"DISTRICT OF COLUMBIA",7,880000,"CIVILIAN AIRCRAFT, ENGINES, AND PARTS",98.35,55.30,73.79,31.98,6.6329,5.3244,3.6626,1.1809,-56.65
"DISTRICT OF COLUMBIA",8,841182,"GAS TURBINES OF A POWER EXCEEDING 5,000 KW",0.00,0.00,0.00,30.59,0.0000,0.0000,0.0000,1.1294,0.00
"DISTRICT OF COLUMBIA",9,880212,"HELICOPTERS OF AN UNLADEN WEIGHT EXCEEDING 20",167.29,0.00,217.34,25.00,11.2823,0.0000,10.7879,0.9230,-88.50
"DISTRICT OF COLUMBIA",10,870490,"TRUCKS, NESOI",0.17,12.50,7.38,24.38,0.0116,1.2037,0.3663,0.9003,230.40
"DISTRICT OF COLUMBIA",11,711890,"COIN, NESOI",0.00,0.01,0.00,16.94,0.0000,0.0009,0.0000,0.6256,0.00
"DISTRICT OF COLUMBIA",12,902300,"INST, APPTS&MODELS,FOR DEMONSTRATIONAL USE& P",0.77,0.86,4.46,16.09,0.0518,0.0830,0.2214,0.5939,260.67
"DISTRICT OF COLUMBIA",13,980320,"EXPORTS OF MILITARY EQUIPMENT, NOT IDENTIFIED",39.06,10.46,1.62,11.75,2.6345,1.0073,0.0805,0.4339,625.05
"DISTRICT OF COLUMBIA",14,720449,"FERROUS WASTE & SCRAP NESOI",0.00,0.00,0.00,10.86,0.0000,0.0000,0.0000,0.4011,0.00
"DISTRICT OF COLUMBIA",15,847330,"PARTS & ACCESSORIES FOR ADP MACHINES & UNITS",5.33,5.20,3.90,9.76,0.3593,0.5005,0.1934,0.3605,150.54
"DISTRICT OF COLUMBIA",16,851762,"MACH FOR RECP/CONVR/TRANS/REGN OF VOICE/IMAGE",15.54,6.55,5.30,7.96,1.0477,0.6308,0.2629,0.2938,50.22
"DISTRICT OF COLUMBIA",17,854370,"ELEC MACH AND APP, HAVING INDIV FUNCTIONS, NE",58.25,14.94,16.26,5.59,3.9281,1.4384,0.8071,0.2063,-65.64
"DISTRICT OF COLUMBIA",18,970110,"PAINTINGS, DRAWING AND PASTELS BY HAND",6.03,5.00,1.28,5.05,0.4070,0.4819,0.0634,0.1864,294.95
"DISTRICT OF COLUMBIA",19,870830,"BRAKES AND SERVO-BREAKS; PARTS THEREOF",0.00,0.00,1.60,4.40,0.0000,0.0003,0.0792,0.1625,175.93
"DISTRICT OF COLUMBIA",20,847150,"DIGITAL PROCESSING UNITS, N.E.S.O.I.",0.60,1.93,0.54,3.78,0.0408,0.1858,0.0266,0.1395,605.08
"DISTRICT OF COLUMBIA",21,871000,"TANK & OT ARMORED FIGHT VEH, MOTORIZED; AND P",7.49,9.53,2.74,3.68,0.5053,0.9173,0.1360,0.1359,34.26
"DISTRICT OF COLUMBIA",22,901420,"INSTRUMENTS & APPL F AERNTCL/SPC NAVIG EX COM",0.14,0.00,1.63,3.43,0.0097,0.0000,0.0807,0.1265,110.59
"DISTRICT OF COLUMBIA",23,283525,"CALCIUM HYDROGENORTHOPHOSPHATE (DICALC PHOSPH",0.00,0.00,0.00,3.36,0.0000,0.0000,0.0000,0.1239,0.00
"DISTRICT OF COLUMBIA",24,847130,"PORT DIGTL AUTOMATIC DATA PROCESS MACH NOT >",1.84,3.00,1.66,3.26,0.1241,0.2884,0.0824,0.1203,96.20
"DISTRICT OF COLUMBIA",25,630900,"WORN CLOTHING AND OTHER WORN TEXTILE ARTICLES",1.17,0.67,1.06,3.02,0.0792,0.0642,0.0528,0.1116,184.17
"FLORIDA",0,000000,"World",55399.35,64928.83,66201.80,60461.05,4.3332,4.3862,4.2829,3.8293,-8.67
"FLORIDA",0,000025,"Top 25",18126.98,28317.71,29076.87,25719.73,32.7206,43.6135,43.9216,42.5393,-11.55
"FLORIDA",1,710812,"GOLD, NONMONETARY, UNWROUGHT NESOI",41.02,7148.21,7998.01,4908.15,0.0741,11.0093,12.0813,8.1179,-38.63
"FLORIDA",2,880000,"CIVILIAN AIRCRAFT, ENGINES, AND PARTS",4099.47,4610.20,5333.55,4814.67,7.3999,7.1004,8.0565,7.9633,-9.73
"FLORIDA",3,851712,"PHONES FOR CELLULAR NTWKS OR FOR OTH WIRELESS",1737.02,2143.71,2935.99,2935.44,3.1354,3.3016,4.4349,4.8551,-0.02
"FLORIDA",4,854231,"PROCESSORS AND CONTROLLERS, ELECTRONIC INTEG",497.97,527.77,359.65,1269.99,0.8989,0.8128,0.5433,2.1005,253.11
"FLORIDA",5,310530,"DIAMMONIUM HYDROGENORTHOPHOSPHATE (DAP)",1491.74,1876.55,1460.34,1193.87,2.6927,2.8902,2.2059,1.9746,-18.25
"FLORIDA",6,847130,"PORT DIGTL AUTOMATIC DATA PROCESS MACH NOT >",1089.52,1243.83,1240.16,1152.18,1.9667,1.9157,1.8733,1.9057,-7.09
"FLORIDA",7,851762,"MACH FOR RECP/CONVR/TRANS/REGN OF VOICE/IMAGE",911.09,939.06,874.32,1002.82,1.6446,1.4463,1.3207,1.6586,14.70
"FLORIDA",8,870323,"PASS VEH SPK-IG INT COM RCPR P ENG >1500 NOV",999.32,1029.40,997.42,817.54,1.8038,1.5854,1.5066,1.3522,-18.03
"FLORIDA",9,847330,"PARTS & ACCESSORIES FOR ADP MACHINES & UNITS",924.39,1113.85,936.09,777.08,1.6686,1.7155,1.4140,1.2853,-16.99
"FLORIDA",10,310540,"AMMONIUM DIHYDROGENORTHOPHOSPHATE",731.63,1277.77,798.12,551.26,1.3206,1.9680,1.2056,0.9118,-30.93
"FLORIDA",11,330300,"PERFUMES AND TOILET WATERS",400.49,491.32,521.96,544.52,0.7229,0.7567,0.7884,0.9006,4.32
"FLORIDA",12,901890,"INSTR & APPL F MEDICAL SURGICAL DENTAL VET, N",612.82,734.39,582.80,542.18,1.1062,1.1311,0.8803,0.8967,-6.97
"FLORIDA",13,844399,"PTS & ACC OF PRINTERS, COPIERS AND FAX MACH,",472.79,528.80,516.78,519.97,0.8534,0.8144,0.7806,0.8600,0.62
"FLORIDA",14,841199,"GAS TURBINE PARTS NESOI",488.32,619.45,518.52,517.73,0.8815,0.9540,0.7832,0.8563,-0.15
"FLORIDA",15,847170,"AUTOMATIC DATA PROCESSING STORAGE UNITS, N.E.",388.21,412.62,422.18,483.88,0.7008,0.6355,0.6377,0.8003,14.61
"FLORIDA",16,870324,"PASS VEH SPK-IG INT COM RCPR P ENG > 3000 CC",462.26,519.95,505.60,451.62,0.8344,0.8008,0.7637,0.7470,-10.68
"FLORIDA",17,310559,"FERTILIZERS CONTAIN NITROGEN AND PHOSPHORUS,",0.25,122.55,271.46,442.59,0.0004,0.1887,0.4100,0.7320,63.04
"FLORIDA",18,390810,"POLYAMIDE-6,-11,-12,-6,6,-6,9,-6,10 OR -6,12",552.53,756.21,581.54,406.92,0.9974,1.1647,0.8784,0.6730,-30.03
"FLORIDA",19,300490,"MEDICAMENTS NESOI, MEASURED DOSES, RETAIL PK",261.45,309.90,404.76,394.84,0.4719,0.4773,0.6114,0.6530,-2.45
"FLORIDA",20,852580,"TELEVISION CAMERA, DIGITL CAMRA & VID CAM REC",568.80,583.15,460.96,392.66,1.0267,0.8981,0.6963,0.6494,-14.82
"FLORIDA",21,870899,"PARTS AND ACCESSORIES OF MOTOR VEHICLES, NESO",298.32,354.81,386.88,361.44,0.5385,0.5465,0.5844,0.5978,-6.58
"FLORIDA",22,890392,"MOTORBOATS, OTHER THAN OUTBOARD MOTORBOATS",312.53,279.72,266.01,319.01,0.5641,0.4308,0.4018,0.5276,19.93
"FLORIDA",23,880330,"PARTS OF AIRPLANES OR HELICOPTERS, NESOI",153.64,202.98,226.67,318.68,0.2773,0.3126,0.3424,0.5271,40.59
"FLORIDA",24,470321,"CHEMICAL WOODPULP, SODA ETC. N DIS S BL & BL",363.43,379.57,340.49,309.11,0.6560,0.5846,0.5143,0.5113,-9.22
"FLORIDA",25,850231,"GENERATING SETS, ELECTRIC, WIND-POWERED",267.97,111.96,136.58,291.58,0.4837,0.1724,0.2063,0.4823,113.48
"GEORGIA",0,000000,"World",28898.75,34769.50,36067.25,37578.19,2.2604,2.3488,2.3334,2.3800,4.19
"GEORGIA",0,000025,"Top 25",12100.77,15497.97,16234.15,17706.20,41.8730,44.5735,45.0108,47.1183,9.07
"GEORGIA",1,880000,"CIVILIAN AIRCRAFT, ENGINES, AND PARTS",3981.05,5007.67,4803.09,6048.72,13.7759,14.4025,13.3170,16.0964,25.93
"GEORGIA",2,870323,"PASS VEH SPK-IG INT COM RCPR P ENG >1500 NOV",570.48,923.75,1074.22,1212.78,1.9741,2.6568,2.9784,3.2274,12.90
"GEORGIA",3,841199,"GAS TURBINE PARTS NESOI",840.78,947.13,1130.73,1192.48,2.9094,2.7240,3.1351,3.1733,5.46
"GEORGIA",4,470321,"CHEMICAL WOODPULP, SODA ETC. N DIS S BL & BL",1173.49,1278.25,1138.43,1108.37,4.0607,3.6763,3.1564,2.9495,-2.64
"GEORGIA",5,020714,"CHICKEN CUTS AND EDIBLE OFFAL (INC LIVERS), F",687.08,797.07,989.70,996.35,2.3776,2.2925,2.7440,2.6514,0.67
"GEORGIA",6,480411,"KRAFTLINER, UNCOATED UNBLEACHED IN ROLLS OR S",536.00,596.55,543.71,669.66,1.8547,1.7157,1.5075,1.7821,23.17
"GEORGIA",7,520100,"COTTON, NOT CARDED OR COMBED",376.29,597.76,760.15,663.00,1.3021,1.7192,2.1076,1.7643,-12.78
"GEORGIA",8,470200,"CHEMICAL WOODPULP, DISSOLVING GRADES",342.08,533.91,630.57,579.32,1.1837,1.5356,1.7483,1.5416,-8.13
"GEORGIA",9,250700,"KAOLIN AND OTHER KAOLINIC CLAYS, INCL CALCINE",481.32,507.92,495.99,507.99,1.6656,1.4608,1.3752,1.3518,2.42
"GEORGIA",10,901839,"MED NEEDLES. NESOI, CATHERERS ETC AND PARTS E",331.74,360.11,360.30,447.88,1.1479,1.0357,0.9990,1.1919,24.31
"GEORGIA",11,570320,"CARPETS,ETC,NYLON/OTHR POLYAMIDES,TUFTD,W/N M",367.01,409.42,418.83,395.72,1.2700,1.1775,1.1613,1.0531,-5.52
"GEORGIA",12,840890,"COMPRESSION-IGNTN INT COMBUSTION PISTON ENG,",154.58,329.12,468.05,363.23,0.5349,0.9466,1.2977,0.9666,-22.40
"GEORGIA",13,380891,"INSECTICIDES, EXC THOSE SPECIFIED IN SUBHEAD.",186.01,182.32,161.48,342.60,0.6437,0.5244,0.4477,0.9117,112.16
"GEORGIA",14,870324,"PASS VEH SPK-IG INT COM RCPR P ENG > 3000 CC",161.68,515.25,349.36,340.49,0.5595,1.4819,0.9686,0.9061,-2.54
"GEORGIA",15,230400,"SOYBEAN OILCAKE & OTH SOLID RESIDUE, WH/NOT G",173.24,76.45,254.63,329.48,0.5995,0.2199,0.7060,0.8768,29.40
"GEORGIA",16,120242,"PEANUTS, SHELLED, NESOI",0.00,0.00,108.78,288.77,0.0000,0.0000,0.3016,0.7684,165.45
"GEORGIA",17,390690,"ACRYLIC POLYMERS NESOI, IN PRIMARY FORMS",256.21,269.94,251.63,284.14,0.8866,0.7764,0.6977,0.7561,12.92
"GEORGIA",18,850213,"GENERATING SET W COMPRESSION-IGNITN OUTPUT >3",219.95,256.11,313.34,269.79,0.7611,0.7366,0.8688,0.7179,-13.90
"GEORGIA",19,870190,"TRACTORS, NESOI",339.21,450.37,409.68,267.51,1.1738,1.2953,1.1359,0.7119,-34.70
"GEORGIA",20,880240,"AIRPLANE & OT A/C, UNLADEN WEIGHT > 15,000 KG",267.73,637.41,463.52,252.96,0.9265,1.8333,1.2852,0.6732,-45.43
"GEORGIA",21,293371,"6-HEXANELACTAM (EPSILON-CAPROLACTAM)",233.52,341.75,259.36,238.98,0.8081,0.9829,0.7191,0.6359,-7.86
"GEORGIA",22,760612,"ALUMINUM ALLOY RECT PLATES ETC, OVER .2 MM TH",33.87,89.15,248.17,234.10,0.1172,0.2564,0.6881,0.6230,-5.67
"GEORGIA",23,880330,"PARTS OF AIRPLANES OR HELICOPTERS, NESOI",81.31,113.50,179.84,229.79,0.2814,0.3264,0.4986,0.6115,27.78
"GEORGIA",24,870321,"PASS MTR VEH, SPARK IGN ENG, NOT OV 1,000 CC",81.39,143.16,257.90,222.87,0.2816,0.4117,0.7150,0.5931,-13.58
"GEORGIA",25,851762,"MACH FOR RECP/CONVR/TRANS/REGN OF VOICE/IMAGE",224.72,133.89,162.70,219.22,0.7776,0.3851,0.4511,0.5834,34.74
"HAWAII",0,000000,"World",684.10,884.15,731.66,598.29,0.0535,0.0597,0.0473,0.0379,-18.23
"HAWAII",0,000025,"Top 25",398.94,549.71,399.95,474.65,58.3161,62.1737,54.6624,79.3345,18.68
"HAWAII",1,880330,"PARTS OF AIRPLANES OR HELICOPTERS, NESOI",32.56,31.69,52.03,83.36,4.7590,3.5841,7.1109,13.9336,60.23
"HAWAII",2,880000,"CIVILIAN AIRCRAFT, ENGINES, AND PARTS",218.48,289.31,82.69,70.66,31.9368,32.7217,11.3017,11.8096,-14.55
"HAWAII",3,271012,"LT OILS, PREPS GT=70% PETROLEUM/BITUM NT BIOD",0.00,0.00,65.18,69.06,0.0000,0.0000,8.9088,11.5422,5.94
"HAWAII",4,720449,"FERROUS WASTE & SCRAP NESOI",46.65,54.28,47.66,33.68,6.8189,6.1392,6.5134,5.6293,-29.33
"HAWAII",5,271019,"PETROL OIL BITUM MINERAL (NT CRUD) ETC NT BIO",0.00,10.13,0.15,27.40,0.0000,1.1453,0.0205,4.5801,18156.82
"HAWAII",6,220110,"WATER, MINERAL & AERATED NATRL/ARTFCL NT SWTN",23.84,26.01,24.00,23.06,3.4848,2.9413,3.2803,3.8536,-3.94
"HAWAII",7,030626,"COLD-WATER SHRIMPS AND PRAWNS, NOT FROZEN",0.00,0.00,9.65,17.67,0.0000,0.0000,1.3185,2.9529,83.14
"HAWAII",8,760200,"ALUMINUM WASTE AND SCRAP",7.24,20.63,15.32,17.18,1.0580,2.3335,2.0936,2.8715,12.15
"HAWAII",9,180690,"COCOA PREPARATIONS, NOT IN BULK FORM, NESOI",9.32,11.98,15.74,15.28,1.3621,1.3554,2.1509,2.5532,-2.93
"HAWAII",10,720421,"STAINLESS STEEL WASTE AND SCRAP",3.76,15.79,14.56,13.00,0.5498,1.7861,1.9900,2.1734,-10.69
"HAWAII",11,970110,"PAINTINGS, DRAWING AND PASTELS BY HAND",3.68,2.50,2.82,10.98,0.5374,0.2823,0.3859,1.8348,288.81
"HAWAII",12,270750,"AROM HYDC NESOI 65PCT AO DSTLS A 250DC ASTM D",0.00,0.00,0.00,10.20,0.0000,0.0000,0.0000,1.7054,0.00
"HAWAII",13,090111,"COFFEE, NOT ROASTED, NOT DECAFFEINATED",3.79,2.33,3.64,8.94,0.5537,0.2633,0.4968,1.4942,145.91
"HAWAII",14,740400,"COPPER WASTE AND SCRAP",6.84,6.27,5.75,8.85,0.9999,0.7087,0.7856,1.4798,54.04
"HAWAII",15,080720,"PAPAYAS (PAPAWS), FRESH",4.80,7.55,8.63,8.54,0.7013,0.8538,1.1796,1.4272,-1.07
"HAWAII",16,470710,"WASTE, SCRAP UNBLEACH KRAFT, CORRUGATD PAPER/",8.88,9.68,7.83,7.41,1.2981,1.0944,1.0702,1.2390,-5.33
"HAWAII",17,711319,"JEWELRY AND PARTS THEREOF, OF OTH PRECIOUS ME",5.10,9.79,9.19,7.20,0.7448,1.1077,1.2557,1.2026,-21.69
"HAWAII",18,440399,"NONCONIFEROUS WOOD IN THE ROUGH NESOI, NOT TR",0.68,6.66,5.21,7.15,0.0996,0.7533,0.7117,1.1948,37.27
"HAWAII",19,852990,"PTS,EX ANTENNA,FOR TRNSMSSN,RDR,RADIO,TV,ETC",3.44,10.45,6.87,6.53,0.5026,1.1820,0.9388,1.0921,-4.88
"HAWAII",20,980320,"EXPORTS OF MILITARY EQUIPMENT, NOT IDENTIFIED",3.03,8.36,1.41,5.74,0.4426,0.9458,0.1924,0.9593,307.80
"HAWAII",21,854890,"ELECTRICAL PARTS OF MACHINERY NESOI IN CHAPTE",3.60,10.70,4.58,5.09,0.5269,1.2105,0.6256,0.8506,11.18
"HAWAII",22,470720,"REC (WASTE & SCRAP) PAPER & PPRBD, BL CH PULP",6.30,6.70,5.67,4.88,0.9206,0.7575,0.7745,0.8156,-13.88
"HAWAII",23,090121,"COFFEE, ROASTED, NOT DECAFFEINATED",3.32,5.55,5.93,4.80,0.4860,0.6272,0.8108,0.8020,-19.12
"HAWAII",24,200819,"NUTS (EXC PEANUTS) AND SEEDS, PREPARED ETC. N",2.81,2.78,2.96,4.00,0.4113,0.3147,0.4049,0.6692,35.14
"HAWAII",25,330190,"CONCENTRATES ETC OF ESSENTIAL OILS, NESOI",0.83,0.58,2.50,4.00,0.1217,0.0658,0.3413,0.6682,60.08
"IDAHO",0,000000,"World",5156.54,5906.13,6119.11,5783.87,0.4033,0.3990,0.3959,0.3663,-5.48
"IDAHO",0,000025,"Top 25",3456.84,4272.33,4044.02,4284.77,67.0380,72.3373,66.0884,74.0814,5.95
"IDAHO",1,854232,"MEMORIES, ELECTRONIC INTEGRATED CIRCUITS",1822.19,2014.07,1965.77,1997.13,35.3374,34.1013,32.1252,34.5294,1.60
"IDAHO",2,710692,"SILVER, SEMIMANUFACTURED",198.13,429.73,322.02,363.60,3.8423,7.2760,5.2625,6.2865,12.91
"IDAHO",3,854239,"ELECTRONIC INTEGRATED CIRCUITS, NESOI",424.93,481.02,442.65,287.24,8.2406,8.1445,7.2338,4.9663,-35.11
"IDAHO",4,710812,"GOLD, NONMONETARY, UNWROUGHT NESOI",2.24,2.96,48.06,256.84,0.0435,0.0501,0.7854,4.4407,434.43
"IDAHO",5,847330,"PARTS & ACCESSORIES FOR ADP MACHINES & UNITS",212.50,152.21,156.86,140.68,4.1209,2.5771,2.5634,2.4323,-10.31
