statename,rank,hs6,abbreviatn,val2010,val2011,val2012,val2013,share10,share11,share12,share13,change
CONNECTICUT,8,711319,"JEWELRY AND PARTS THEREOF, OF OTH PRECIOUS ME",72.13,196.39,278.33,306.95,0.3867,0.8173,1.2948,1.4263,10.28
CONNECTICUT,9,848690,"PARTS & ACCSESORIES FOR MACH TO MAN. SEMICNT,",129.37,148.38,269.36,258.57,0.6936,0.6175,1.253,1.2015,-4.01
CONNECTICUT,10,640399,"FOOTWEAR, OUTER SOLE RUB ETC & LEATHER UPPER",248.25,240.14,242.2,234.64,1.331,0.9994,1.1266,1.0903,-3.12
CONNECTICUT,11,293359,"COMP WITH PYRIMIDINE OR PIPERAZINE RING, NESO",10.58,29.35,91.95,198.81,0.0567,0.1222,0.4277,0.9238,116.23
CONNECTICUT,12,848620,MACHINES FOR MAN. SEMICONDUTOR DEVICES/ELEC I,294,840.72,572.28,181.06,1.5763,3.4989,2.6621,0.8413,-68.36
CONNECTICUT,13,780110,"REFINED LEAD, UNWROUGHT",54.16,38.61,63.17,175.92,0.2904,0.1607,0.2939,0.8174,178.46
CONNECTICUT,14,720241,FERROCHROMIUM OVER 4 PERCENT CARBON,159.88,145.47,155.57,169.07,0.8572,0.6054,0.7237,0.7856,8.68
CONNECTICUT,15,300490,"MEDICAMENTS NESOI, MEASURED DOSES, RETAIL PK",77.22,64.44,89.69,140.62,0.414,0.2682,0.4172,0.6534,56.79
CONNECTICUT,16,640391,"FOOTWEAR, OUT SOLE RUB ETC & UP LEA NESOI, AN",103.67,105.09,135.08,136.87,0.5558,0.4374,0.6284,0.636,1.33
CONNECTICUT,17,760110,"UNWROUGHT ALUMINUM, NOT ALLOYED",402.1,287.14,276.73,125.02,2.1559,1.195,1.2873,0.5809,-54.82
CONNECTICUT,18,910211,"WRST WATCH, BATTERY, MECHANICAL DISPLY, BASE",116.03,128.49,116.93,116.28,0.6221,0.5347,0.5439,0.5403,-0.55
CONNECTICUT,19,841459,"FANS, NESOI",109.51,135.94,113.19,112.84,0.5871,0.5658,0.5266,0.5243,-0.31
CONNECTICUT,20,790111,ZINC UNWRT NT ALY CNT WGT AT LST 99.99 PERCNT,87.62,234.91,150.95,100.16,0.4698,0.9777,0.7022,0.4654,-33.64
CONNECTICUT,21,950300,"TRICYCLE, SCOOTR, PEDAL CAR & SIM WHEELED TYS",112.49,104.81,115.2,92.78,0.6031,0.4362,0.5359,0.4311,-19.46
CONNECTICUT,22,841112,TURBOJETS OF A THRUST EXCEEDING 25 KN,27.85,68.07,94.66,90.47,0.1493,0.2833,0.4403,0.4204,-4.43
CONNECTICUT,23,271019,PETROL OIL BITUM MINERAL (NT CRUD) ETC NT BIO,284.97,175.05,215.27,87.66,1.5279,0.7285,1.0014,0.4073,-59.28
CONNECTICUT,24,821210,RAZORS,109.37,165.88,145.89,84.34,0.5864,0.6904,0.6786,0.3919,-42.19
CONNECTICUT,25,90111,"COFFEE, NOT ROASTED, NOT DECAFFEINATED",79.23,154.82,108.24,83.44,0.4248,0.6443,0.5035,0.3877,-22.92
DELAWARE,0,0,World,9726.01,12167.2,13556.91,10124.34,0.5082,0.551,0.5958,0.4465,-25.32
DELAWARE,0,25,Top 25,7105.99,9075.52,11420.81,8107.47,73.0617,74.5901,84.2435,80.079,-29.01
DELAWARE,1,270900,CRUDE OIL FROM PETROLEUM AND BITUMINOUS MINER,33.68,2399.61,3997.14,2043.23,0.3463,19.7219,29.4842,20.1814,-48.88
DELAWARE,2,271019,PETROL OIL BITUM MINERAL (NT CRUD) ETC NT BIO,58.47,655.05,1816.32,1602.07,0.6011,5.3837,13.3978,15.8239,-11.8
DELAWARE,3,293499,NUCLEIC ACIDS & SALTS; OTHER HETEROCYCLIC CMP,2537.58,2949.15,2159.55,1099.19,26.0907,24.2385,15.9295,10.8569,-49.1
DELAWARE,4,300490,"MEDICAMENTS NESOI, MEASURED DOSES, RETAIL PK",1270.74,471.15,639.12,609.47,13.0654,3.8723,4.7143,6.0199,-4.64
DELAWARE,5,300432,MEDICAMENTS CONT CORTEX HORMONES ETC DOSES,1065.1,377.84,633.2,525.24,10.951,3.1054,4.6707,5.1879,-17.05
DELAWARE,6,80390,"BANANAS, FRESH OR DRIED, NESOI",0,0,390.29,444.18,0,0,2.8789,4.3872,13.81
DELAWARE,7,293399,HETEROCYCLIC COMP W NITROGEN HETERO-ATM ONLY,1453.12,1269.49,276.43,198.76,14.9406,10.4337,2.039,1.9632,-28.1
DELAWARE,8,262099,"ASH AND RESIDUES NESOI, CONTAINING METALS NES",2.93,2.66,44.69,198.71,0.0301,0.0218,0.3297,1.9627,344.62
DELAWARE,9,300439,HORMONES ETC. (NO ANTIBIOTICS CONTAINED) DOSA,95.6,144.83,123.71,150.03,0.983,1.1903,0.9125,1.4819,21.28
DELAWARE,10,80610,"GRAPES, FRESH",49.24,65.7,137.26,148.59,0.5063,0.54,1.0124,1.4677,8.26
DELAWARE,11,271012,"LT OILS, PREPS GT=70% PETROLEUM/BITUM NT BIOD",0,0,385.66,147.28,0,0,2.8448,1.4547,-61.81
DELAWARE,12,902790,"PTS OF INST, PHYS/CHEM ANALYSIS ETC, NESOI",106.18,129.6,107.99,105.16,1.0918,1.0652,0.7966,1.0387,-2.62
DELAWARE,13,902780,PHY CHEM INS/APPR;MEAS VSCSTY & HEAT NESOI,32.75,141.94,134.55,102.67,0.3367,1.1665,0.9925,1.014,-23.7
DELAWARE,14,261400,TITANIUM ORES AND CONCENTRATES,7.86,2.56,76.32,100.67,0.0808,0.021,0.563,0.9943,31.9
DELAWARE,15,880230,"AIRPLANE & A/C UNLADEN WGHT > 2000, NOV 15000",89.19,13.33,58.06,78.15,0.917,0.1095,0.4283,0.7719,34.6
DELAWARE,16,80430,"PINEAPPLES, FRESH OR DRIED",62.87,64.6,72.4,68.45,0.6464,0.5309,0.5341,0.6761,-5.46
DELAWARE,17,293729,ADRENAL CORTICAL HORMONES AND DERIV NESOI,11.06,30.01,0,66,0.1137,0.2467,0,0.6519,0
DELAWARE,18,880240,"AIRPLANE & OT A/C, UNLADEN WEIGHT > 15,000 KG",0,0,0,65.5,0,0,0,0.647,0
DELAWARE,19,902720,CHROMATOGRAPHS AND ELECTROPHORESIS INSTRUMENT,47.26,56.19,69.72,59.17,0.4859,0.4619,0.5143,0.5844,-15.14
DELAWARE,20,293339,CMPDS CONT AN UNFUSED PYRIDINE RING ETC NESOI,24.99,52.49,62.5,58.82,0.2569,0.4314,0.461,0.581,-5.89
DELAWARE,21,711890,"COIN, NESOI",25.29,27.59,28.25,55.9,0.26,0.2268,0.2084,0.5522,97.88
DELAWARE,22,293911,"CONC. OF POPPY STRAW,CODEINE&OTR SPECIF OPIUM",49.48,52.9,51.29,49.71,0.5087,0.4348,0.3783,0.491,-3.08
DELAWARE,23,847989,MACH & MECHANICAL APPL W INDIVIDUAL FUNCTION,46.86,50.02,42.02,47.18,0.4818,0.4111,0.31,0.466,12.28
DELAWARE,24,200979,"APPLE JUICE, NESOI,NT FORTIFIED W VITAMINS, U",35.29,101.14,64.07,44.83,0.3628,0.8312,0.4726,0.4428,-30.02
DELAWARE,25,730619,PIPE FOR OIL OR GAS PIPELINES IRON OR STEEL N,0.47,17.69,50.25,38.51,0.0048,0.1454,0.3707,0.3803,-23.38
DISTRICT OF COLUMBIA,0,0,World,667.03,444.27,446.87,611.76,0.0349,0.0201,0.0196,0.027,36.9
DISTRICT OF COLUMBIA,0,25,Top 25,119.16,205.77,155.6,266.74,17.8637,46.3172,34.8198,43.6024,71.43
DISTRICT OF COLUMBIA,1,970300,"ORIGINAL SCULPTURES AND STATUARY, IN ANY MATE",4.04,26.2,6.61,40.01,0.6051,5.8977,1.4794,6.5406,505.24
DISTRICT OF COLUMBIA,2,300490,"MEDICAMENTS NESOI, MEASURED DOSES, RETAIL PK",0.02,2.73,9.68,28.24,0.003,0.6152,2.1665,4.6162,191.69
DISTRICT OF COLUMBIA,3,491191,"PICTURES, DESIGNS AND PHOTOGRAPHS, PRINTED",0.96,0.64,5.12,25.97,0.1444,0.1438,1.1446,4.2448,407.67
DISTRICT OF COLUMBIA,4,220421,"WINE, FR GRAPE NESOI & GR MUST W ALC, NOV 2 L",12.85,13.6,18.22,20.62,1.9262,3.0621,4.0772,3.3713,13.2
DISTRICT OF COLUMBIA,5,970110,"PAINTINGS, DRAWING AND PASTELS BY HAND",16.36,89.04,14.65,19.18,2.4524,20.041,3.279,3.1351,30.89
DISTRICT OF COLUMBIA,6,220860,VODKA,14.54,14.53,14.16,17.72,2.18,3.2699,3.1687,2.8959,25.11
DISTRICT OF COLUMBIA,7,380210,ACTIVATED CARBON,0,0,9.76,12.28,0,0,2.1847,2.0074,25.78
DISTRICT OF COLUMBIA,8,851762,MACH FOR RECP/CONVR/TRANS/REGN OF VOICE/IMAGE,1.53,1.99,4.53,10.89,0.2298,0.4484,1.0147,1.7803,140.19
DISTRICT OF COLUMBIA,9,220830,WHISKIES,6.26,5.16,7.26,9.59,0.9391,1.1625,1.624,1.5682,32.19
DISTRICT OF COLUMBIA,10,200811,"PEANUTS, PREPARED OR PRESERVED, NESOI",3.93,5.64,10.6,8.42,0.5896,1.2705,2.3716,1.3757,-20.59
DISTRICT OF COLUMBIA,11,970600,ANTIQUES OF AN AGE EXCEEDING ONE HUNDRED YEAR,10,3.31,5.48,7.49,1.4986,0.7442,1.2261,1.2238,36.64
DISTRICT OF COLUMBIA,12,490199,"PRINTED BOOKS, BROCHURES, ETC., NESOI",10.81,5.9,5.78,6.91,1.6202,1.3278,1.2929,1.1294,19.59
DISTRICT OF COLUMBIA,13,81020,RASPBERRIES/BLCKBERRIES/MULBERRIES/LOGANBERRS,12.04,12.69,13.26,6.54,1.8043,2.856,2.9676,1.0694,-50.67
DISTRICT OF COLUMBIA,14,761090,"ALUMINUM STRUCTURES AND PARTS, NESOI",1.71,0.43,1.22,5.9,0.2562,0.096,0.2728,0.9645,383.91
DISTRICT OF COLUMBIA,15,940360,"WOODEN FURNITURE, NESOI",2.11,1.68,2.95,4.82,0.3167,0.3781,0.661,0.7873,63.04
DISTRICT OF COLUMBIA,16,711890,"COIN, NESOI",0.02,0,0,4.65,0.0031,0,0.0005,0.7601,196923.77
DISTRICT OF COLUMBIA,17,110220,CORN (MAIZE) FLOUR,5.14,4.84,4.97,4.56,0.7702,1.0892,1.1121,0.7456,-8.22
DISTRICT OF COLUMBIA,18,844391,"PTS & ACC PRINT MACH BY MEANS OF PLATE, CYLND",3.97,2.35,4.26,4.45,0.5947,0.5295,0.9522,0.7282,4.69
DISTRICT OF COLUMBIA,19,220410,SPARKLING WINE OF FRESH GRAPES,4.74,3.35,3.6,4.41,0.71,0.7531,0.8066,0.7208,22.33
DISTRICT OF COLUMBIA,20,854370,"ELEC MACH AND APP, HAVING INDIV FUNCTIONS, NE",2.49,3.6,3.87,4.4,0.3728,0.8102,0.8665,0.7185,13.51
DISTRICT OF COLUMBIA,21,847990,PTS OF MACH/MECHNCL APPL W INDVDUL FUNCTION N,0.03,0.04,3.13,4.37,0.0038,0.0091,0.6994,0.7145,39.87
DISTRICT OF COLUMBIA,22,981000,"IMPORTS OF RELIGIOUS, EDUCATION, SCIENT ETC I",0.48,0.54,1.22,4.16,0.0726,0.1208,0.2737,0.6794,239.79
DISTRICT OF COLUMBIA,23,970190,COLLAGES AND SIMILAR DECORATIVE PLAQUES,1.21,3.91,0.47,3.8,0.1812,0.88,0.1052,0.6212,708.12
DISTRICT OF COLUMBIA,24,220870,LIQUEURS AND CORDIALS,2.67,3.03,3.5,3.69,0.3998,0.6816,0.783,0.6027,5.38
DISTRICT OF COLUMBIA,25,940340,"WOODEN KITCHEN FURNITURE, EXCEPT SEATS",1.27,0.58,1.29,3.68,0.1897,0.1307,0.2893,0.6015,184.6
FLORIDA,0,0,World,56271.2,65339.58,71216.13,72118.75,2.9402,2.9591,3.1299,3.1805,1.27
FLORIDA,0,25,Top 25,16790.02,22675.53,29799.96,29274.7,29.8377,34.7041,41.8444,40.5924,-1.76
FLORIDA,1,710812,"GOLD, NONMONETARY, UNWROUGHT NESOI",2987.7,4536.33,6337.2,5591.03,5.3095,6.9427,8.8985,7.7525,-11.77
FLORIDA,2,271019,PETROL OIL BITUM MINERAL (NT CRUD) ETC NT BIO,3341.98,3908.59,3505.52,4249.14,5.9391,5.982,4.9224,5.8919,21.21
FLORIDA,3,851712,PHONES FOR CELLULAR NTWKS OR FOR OTH WIRELESS,1616.25,2165.17,2794.28,2984.44,2.8722,3.3137,3.9237,4.1382,6.81
FLORIDA,4,271012,"LT OILS, PREPS GT=70% PETROLEUM/BITUM NT BIOD",0,0,3018.64,2142.38,0,0,4.2387,2.9706,-29.03
FLORIDA,5,870323,PASS VEH SPK-IG INT COM RCPR P ENG >1500 NOV,1114.89,1168.59,1442.44,1463.99,1.9813,1.7885,2.0254,2.03,1.49
FLORIDA,6,854231,"PROCESSORS AND CONTROLLERS, ELECTRONIC INTEG",563.88,1346.23,1424.09,1366.52,1.0021,2.0604,1.9997,1.8948,-4.04
FLORIDA,7,281410,ANHYDROUS AMMONIA,740.51,1167.46,1081.04,953.12,1.316,1.7868,1.518,1.3216,-11.83
FLORIDA,8,870324,PASS VEH SPK-IG INT COM RCPR P ENG > 3000 CC,1112.62,1244.46,1218.28,941.82,1.9772,1.9046,1.7107,1.3059,-22.69
FLORIDA,9,470329,"CHEM WOODPULP, SODA ETC, N DIS S BL & BL NONC",848.09,804.52,712.72,890.95,1.5072,1.2313,1.0008,1.2354,25.01
FLORIDA,10,740311,REFINED COPPER CATHODES AND SECTIONS OF CATHO,63.35,175.28,203.49,797.19,0.1126,0.2683,0.2857,1.1054,291.75
FLORIDA,11,330300,PERFUMES AND TOILET WATERS,551.28,642.66,691.97,765.32,0.9797,0.9836,0.9716,1.0612,10.6
FLORIDA,12,880240,"AIRPLANE & OT A/C, UNLADEN WEIGHT > 15,000 KG",575.41,772.68,1143.1,676.28,1.0226,1.1826,1.6051,0.9377,-40.84
FLORIDA,13,30441,"PACIFIC, ATLANTIC, DANUBE SALMON FILLET FRESH",0,0,394.48,656.6,0,0,0.5539,0.9104,66.45
FLORIDA,14,310210,"UREA, WHETHER OR NOT IN AQUEOUS SOLUTION",519.67,536.88,460.09,605.25,0.9235,0.8217,0.646,0.8392,31.55
FLORIDA,15,240210,"CIGARS, CHEROOTS & CIGARILLOS, CONTAINING TOB",318.02,378.59,460.39,576.37,0.5652,0.5794,0.6465,0.7992,25.19
FLORIDA,16,847130,PORT DIGTL AUTOMATIC DATA PROCESS MACH NOT >,498.5,640.21,573.58,552.14,0.8859,0.9798,0.8054,0.7656,-3.74
FLORIDA,17,711291,WASTE & SCRAP GOLD EXCL SWPNGS CNTNG OTH PREC,442.6,575.57,1009.04,524.01,0.7865,0.8809,1.4169,0.7266,-48.07
FLORIDA,18,220710,"ETHYL ALCOHOL, UNDENAT, ALCHOL NOT UN 80% BY",0.83,327.64,706.08,523.46,0.0015,0.5014,0.9915,0.7258,-25.86
FLORIDA,19,90111,"COFFEE, NOT ROASTED, NOT DECAFFEINATED",536.24,777.78,597.97,518.61,0.953,1.1904,0.8397,0.7191,-13.27
FLORIDA,20,710691,"SILVER, UNWROUGHT NESOI",9.44,73.07,246.07,488.97,0.0168,0.1118,0.3455,0.678,98.71
FLORIDA,21,310280,MIXTURES OF UREA AND AMMONIUM NITRATE IN SOLU,182.37,478.53,411.15,446.74,0.3241,0.7324,0.5773,0.6194,8.66
FLORIDA,22,30617,"SHRIMPS AND PRAWNS, FROZEN, NESOI",0,0,331.41,412.76,0,0,0.4654,0.5723,24.55
FLORIDA,23,401110,"NEW PNEUMATIC TIRES OF RUBBER, FOR MOTOR CARS",293.31,359.59,400.34,404.05,0.5212,0.5503,0.5622,0.5603,0.93
FLORIDA,24,890392,"MOTORBOATS, OTHER THAN OUTBOARD MOTORBOATS",214.74,350.26,355.59,384.05,0.3816,0.5361,0.4993,0.5325,8
FLORIDA,25,880330,"PARTS OF AIRPLANES OR HELICOPTERS, NESOI",258.34,245.44,281.01,359.49,0.4591,0.3756,0.3946,0.4985,27.93
GEORGIA,0,0,World,60183.4,67272.15,72452.33,75071.97,3.1446,3.0467,3.1843,3.3107,3.62
GEORGIA,0,25,Top 25,20841.48,22624.2,25339.13,26359.9,34.63,33.6309,34.9735,35.1128,4.03
GEORGIA,1,870323,PASS VEH SPK-IG INT COM RCPR P ENG >1500 NOV,3634.99,5064.33,6252.98,6334.02,6.0399,7.5281,8.6305,8.4373,1.3
GEORGIA,2,870324,PASS VEH SPK-IG INT COM RCPR P ENG > 3000 CC,2027.29,3369.17,3904.09,4284.31,3.3685,5.0083,5.3885,5.7069,9.74
GEORGIA,3,300431,"MEDICAMENTS CONT INSULIN, NO ANTIBIOTICS, DOS",1516.85,1996.93,2610.69,3151.13,2.5204,2.9684,3.6033,4.1975,20.7
GEORGIA,4,847130,PORT DIGTL AUTOMATIC DATA PROCESS MACH NOT >,886.65,797.57,816.19,1110.15,1.4732,1.1856,1.1265,1.4788,36.02
GEORGIA,5,300490,"MEDICAMENTS NESOI, MEASURED DOSES, RETAIL PK",3626.83,1319.15,817.53,890.08,6.0263,1.9609,1.1284,1.1856,8.87
GEORGIA,6,841112,TURBOJETS OF A THRUST EXCEEDING 25 KN,603.95,637.08,685.21,779.13,1.0035,0.947,0.9457,1.0378,13.71
GEORGIA,7,851762,MACH FOR RECP/CONVR/TRANS/REGN OF VOICE/IMAGE,449.22,518.14,555.24,675.19,0.7464,0.7702,0.7664,0.8994,21.6
GEORGIA,8,401110,"NEW PNEUMATIC TIRES OF RUBBER, FOR MOTOR CARS",330.1,456.67,574.94,674.11,0.5485,0.6788,0.7935,0.898,17.25
GEORGIA,9,950300,"TRICYCLE, SCOOTR, PEDAL CAR & SIM WHEELED TYS",745.7,750.48,720.73,636.24,1.2391,1.1156,0.9948,0.8475,-11.72
GEORGIA,10,940510,CHANDELIER CEILNG/WALL LGHTNG FTTNG EX PUBLIC,437.07,413.95,458.79,613.47,0.7262,0.6153,0.6332,0.8172,33.71
GEORGIA,11,740311,REFINED COPPER CATHODES AND SECTIONS OF CATHO,1258.39,1459.19,1246.78,596.64,2.0909,2.1691,1.7208,0.7948,-52.15
GEORGIA,12,842952,MECH SHOVELS EXCAVATORS ETC W 360 DEGREE SPRS,116.57,336.63,627.28,579.1,0.1937,0.5004,0.8658,0.7714,-7.68
GEORGIA,13,870190,"TRACTORS, NESOI",653.81,536,468.09,546.04,1.0864,0.7968,0.6461,0.7274,16.65
GEORGIA,14,880330,"PARTS OF AIRPLANES OR HELICOPTERS, NESOI",564.41,526.53,639.62,541.45,0.9378,0.7827,0.8828,0.7212,-15.35
GEORGIA,15,870829,"PTS & ACCESS OF BODIES OF MOTOR VEHICLES, NES",207.88,310.23,481.3,535,0.3454,0.4612,0.6643,0.7126,11.16
GEORGIA,16,330210,MIXTURES ODORIFEROUS SUBSTANCE USE FOOD/ DRIN,594.48,536.1,531.79,513.08,0.9878,0.7969,0.734,0.6834,-3.52
GEORGIA,17,852871,RECEPTION APP FOR TV NT DESIGNED TO INC VIDEO,614.67,408.1,373.36,496.01,1.0213,0.6066,0.5153,0.6607,32.85
GEORGIA,18,611120,"BABIES' GARMENTS & CLTHNG ACCESS OF COTTON, K",345.47,468.51,473.22,456.44,0.574,0.6964,0.6531,0.608,-3.55
GEORGIA,19,847330,PARTS & ACCESSORIES FOR ADP MACHINES & UNITS,193.39,127.61,333.92,453.3,0.3213,0.1897,0.4609,0.6038,35.75
GEORGIA,20,870840,GEAR BOXES FOR MOTOR VEHICLES,248.65,333.54,521.62,450.53,0.4131,0.4958,0.72,0.6001,-13.63
GEORGIA,21,852872,"RECEPTION APPARATUS FOR TELEVISION, COLOR, NE",244.56,334.99,258.26,440.9,0.4064,0.498,0.3565,0.5873,70.72
GEORGIA,22,293319,HETEROCYCLIC COMP WITH UNFUSED PYRAZOLE RING,79.28,176.22,301.69,419.83,0.1317,0.262,0.4164,0.5592,39.16
GEORGIA,23,271019,PETROL OIL BITUM MINERAL (NT CRUD) ETC NT BIO,730.77,885.96,894.73,414.23,1.2142,1.317,1.2349,0.5518,-53.7
GEORGIA,24,854449,INSULATED ELECTRIC CONDUCTORS =< 80 V NESOI,242.56,323.74,340.37,387.75,0.403,0.4812,0.4698,0.5165,13.92
GEORGIA,25,611020,"SWEATERS, PULLOVERS ETC, KNIT ETC, COTTON",487.94,537.37,450.72,381.78,0.8108,0.7988,0.6221,0.5086,-15.3
HAWAII,0,0,World,4743.14,5974.03,6770.87,6064.61,0.2478,0.2706,0.2976,0.2675,-10.43
HAWAII,0,25,Top 25,3942.39,5211.52,5878.66,5281.35,83.1177,87.2364,86.8228,87.0846,-10.16
HAWAII,1,270900,CRUDE OIL FROM PETROLEUM AND BITUMINOUS MINER,3159.77,4550.38,4772.81,3306.57,66.6177,76.1694,70.4903,54.5223,-30.72
HAWAII,2,271019,PETROL OIL BITUM MINERAL (NT CRUD) ETC NT BIO,58.54,45.13,24.38,586.37,1.2343,0.7554,0.3601,9.6687,2305.23
HAWAII,3,880240,"AIRPLANE & OT A/C, UNLADEN WEIGHT > 15,000 KG",325.95,220.16,562.1,564.95,6.872,3.6853,8.3017,9.3155,0.51
HAWAII,4,271012,"LT OILS, PREPS GT=70% PETROLEUM/BITUM NT BIOD",0,0,0,271.39,0,0,0,4.475,0
HAWAII,5,870323,PASS VEH SPK-IG INT COM RCPR P ENG >1500 NOV,105.71,97.67,132.93,119.33,2.2288,1.635,1.9633,1.9677,-10.23
HAWAII,6,870324,PASS VEH SPK-IG INT COM RCPR P ENG > 3000 CC,76.44,61.96,77.47,85.85,1.6115,1.0372,1.1442,1.4156,10.82
HAWAII,7,270112,"BITUMINOUS COAL, NOT AGGLOMERATED",48.48,41.51,37.61,40.7,1.0221,0.6948,0.5555,0.6711,8.21
HAWAII,8,854140,PHOTOSNSITVE SEMICNDCTR DVICE INC PHTVLTC CEL,8.52,13.05,44.54,36.8,0.1796,0.2184,0.6578,0.6069,-17.36
HAWAII,9,870322,"PASS MTR VEH,SPARK IGN ENG, >1000CC BUT =<150",18.29,14.79,19.47,34.54,0.3856,0.2476,0.2875,0.5695,77.43
HAWAII,10,711319,"JEWELRY AND PARTS THEREOF, OF OTH PRECIOUS ME",17.14,22.06,33.25,27,0.3613,0.3693,0.4911,0.4452,-18.81
HAWAII,11,271112,"PROPANE, LIQUEFIED",15.85,23.91,16.22,22.06,0.3341,0.4002,0.2395,0.3637,36.03
HAWAII,12,251710,"PEBBLES, GRAVEL ETC. FOR CONCRETE AGGREGATES",1.6,1.63,25.45,19.27,0.0338,0.0273,0.3759,0.3178,-24.27
HAWAII,13,730890,STRUCTURES AND PARTS NESOI OF IRON OR STEEL,1.83,2.34,0.49,16.28,0.0386,0.0392,0.0072,0.2684,3244.28
HAWAII,14,940360,"WOODEN FURNITURE, NESOI",11.32,11.54,13.22,16.06,0.2387,0.1932,0.1952,0.2649,21.54
HAWAII,15,841112,TURBOJETS OF A THRUST EXCEEDING 25 KN,0.01,0.01,0,15.65,0.0002,0.0002,0,0.258,0
HAWAII,16,252329,PORTLAND CEMENT EXCEPT WHITE PORTLAND CEMENT,12.21,12.76,12.02,13.7,0.2573,0.2135,0.1776,0.226,13.97
HAWAII,17,20230,"MEAT OF BOVINE ANIMALS, BONELESS, FROZEN",14.54,13.47,13.55,13.7,0.3066,0.2254,0.2001,0.2259,1.1
HAWAII,18,940340,"WOODEN KITCHEN FURNITURE, EXCEPT SEATS",9.99,10.77,10.67,13.66,0.2106,0.1804,0.1576,0.2252,28
HAWAII,19,220300,BEER MADE FROM MALT,19.09,21.59,15.7,12.79,0.4025,0.3614,0.2319,0.2109,-18.53
HAWAII,20,910221,"WRST WATCH, NT BATTERY, CASE BASE METAL, AUTO",10.05,16.05,16.36,12.74,0.2119,0.2687,0.2416,0.2101,-22.12
HAWAII,21,850440,STATIC CONVERTERS; ADP POWER SUPPLIES,0.66,0.82,1.97,11.31,0.0139,0.0137,0.0291,0.1864,473.23
HAWAII,22,420221,HANDBAGS SURFACE OF LEATHER OR COMPOSITION LE,10.76,13.09,10.95,11.23,0.2269,0.2191,0.1618,0.1851,2.51
HAWAII,23,880230,"AIRPLANE & A/C UNLADEN WGHT > 2000, NOV 15000",0,0,20.6,10.3,0,0,0.3042,0.1698,-50
HAWAII,24,950629,WATERSKIS SURFBRD WTR-SPRT EQ EX SLBRD; PTS &,9.17,10.17,9.92,9.64,0.1934,0.1703,0.1466,0.1589,-2.88
HAWAII,25,190590,"BREAD, PASTRY, CAKES, ETC NESOI & PUDDINGS",6.46,6.66,6.99,9.47,0.1361,0.1114,0.1032,0.1561,35.49
IDAHO,0,0,World,4126.36,4859.99,5148.48,5555.06,0.2156,0.2201,0.2263,0.245,7.9
IDAHO,0,25,Top 25,3010.33,3512.11,3767.9,4127.21,72.9537,72.2658,73.1848,74.2965,9.54
IDAHO,1,854232,"MEMORIES, ELECTRONIC INTEGRATED CIRCUITS",1378.56,1653.19,1878.75,2186.81,33.4086,34.0164,36.4914,39.3662,16.4
IDAHO,2,847330,PARTS & ACCESSORIES FOR ADP MACHINES & UNITS,563.54,415.11,338.15,514.55,13.657,8.5415,6.568,9.2628,52.17
IDAHO,3,847170,"AUTOMATIC DATA PROCESSING STORAGE UNITS, N.E.",22.48,87.95,201.4,346.61,0.5448,1.8096,3.9118,6.2396,72.1
IDAHO,4,854239,"ELECTRONIC INTEGRATED CIRCUITS, NESOI",309.1,366.9,311.66,149.25,7.4908,7.5494,6.0534,2.6867,-52.11
IDAHO,5,230641,RAPE/COLZA SEED OILCAKE&SOLID RES. LOW ERUCIC,27.97,49.34,83.7,93.45,0.6778,1.0152,1.6257,1.6823,11.65
IDAHO,6,440710,"CONIFEROUS WOOD SAWN, SLICED ETC, OVER 6 MM T",50.15,50.38,55.44,67.92,1.2152,1.0365,1.0769,1.2227,22.51
IDAHO,7,848620,MACHINES FOR MAN. SEMICONDUTOR DEVICES/ELEC I,138.23,214.45,195.89,58.01,3.3498,4.4127,3.8049,1.0443,-70.39
IDAHO,8,710692,"SILVER, SEMIMANUFACTURED",43.2,117.85,28.45,56.79,1.0469,2.4248,0.5526,1.0222,99.59
IDAHO,9,710691,"SILVER, UNWROUGHT NESOI",80.79,145.53,123.07,48.6,1.9579,2.9944,2.3903,0.8748,-60.51
IDAHO,10,853630,OTHER APPARATUS FOR PROTECTING ELC CRTS =< 10,10.63,22.23,44.81,48.09,0.2576,0.4574,0.8703,0.8656,7.31
IDAHO,11,281410,ANHYDROUS AMMONIA,25.19,43.81,47.86,48.06,0.6106,0.9015,0.9297,0.8652,0.41
IDAHO,12,853340,VARIABLE RESISTORS INC RHEOSTAT & POTNTIOMTR,9.23,22.68,24.83,47.21,0.2238,0.4668,0.4823,0.8499,90.13
IDAHO,13,853400,PRINTED CIRCUITS,34.65,36.54,40.47,43.68,0.8397,0.7519,0.786,0.7862,7.94
IDAHO,14,903141,OPTICAL INST FOR INSPECTING SEMICONDUCTOR WAF,19.41,42.37,33.37,41.85,0.4703,0.8719,0.6481,0.7535,25.43
IDAHO,15,880240,"AIRPLANE & OT A/C, UNLADEN WEIGHT > 15,000 KG",0,0,0,40.9,0,0,0,0.7363,0
IDAHO,16,470329,"CHEM WOODPULP, SODA ETC, N DIS S BL & BL NONC",40.16,34.4,31.53,39.73,0.9731,0.7079,0.6124,0.7153,26.02
IDAHO,17,250300,"SULFUR OF ALL KINDS, NOT SUBLIMED,PRECIP,COLL",12.99,18.87,47.69,37.3,0.3148,0.3882,0.9263,0.6714,-21.78
